onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	4.009	Etrue	1.0	0.78	5 - 2 =	3
4.009	4.409000000000006	EFalse	1.0	1.516	8 - 5 =	2
8.418000000000006	3.0060000000000002	control	1.0	0.514	n/a	/BLUEbox.bmp
11.424000000000007	4.007999999999996	HTrue	1.0	0.745	9 - 7 =	2
15.432000000000002	4.008000000000003	Etrue	1.0	1.025	8 - 5 =	3
19.440000000000005	3.006999999999998	control	1.0	0.659	n/a	/BLUEbox.bmp
22.447000000000003	4.007999999999996	Etrue	1.0	0.86	5 - 2 =	3
26.455	4.00800000000001	Hfalse	1.0	1.472	8 - 2 =	7
30.463000000000008	4.007999999999996	EFalse	1.0	1.24	5 - 2 =	2
34.471000000000004	3.0060000000000002	control	1.0	0.584	n/a	/BLUEbox.bmp
37.477000000000004	4.810000000000002	EFalse	1.0	0.538	8 - 7 =	3
42.287000000000006	3.006999999999991	control	1.0	0.575	n/a	/BLUEbox.bmp
45.294	4.809000000000012	HTrue	1.0	1.004	7 - 2 =	5
50.10300000000001	4.809999999999988	Hfalse	1.0	1.265	7 - 2 =	6
54.913	4.810000000000002	HTrue	1.0	1.921	8 - 2 =	6
59.723	4.209000000000003	HTrue	1.0	1.031	9 - 2 =	7
63.932	3.4069999999999965	control	1.0	0.616	n/a	/BLUEbox.bmp
67.339	4.00800000000001	Etrue	1.0	0.956	6 - 5 =	1
71.34700000000001	4.408999999999992	Etrue	1.0	2.28	6 - 4 =	2
75.756	3.808000000000007	control	1.0	0.586	n/a	/BLUEbox.bmp
79.56400000000001	4.007999999999996	EFalse	1.0	0.579	5 - 3 =	1
83.572	4.007999999999996	HTrue	1.0	1.646	7 - 4 =	3
87.58	3.4069999999999965	control	1.0	0.57	n/a	/BLUEbox.bmp
90.987	4.209000000000003	HTrue	1.0	1.13	7 - 4 =	3
95.196	4.408999999999992	Etrue	1.0	0.386	6 - 5 =	1
99.60499999999999	3.808000000000021	control	1.0	0.524	n/a	/BLUEbox.bmp
103.41300000000001	4.810000000000002	Etrue	1.0	0.508	3 - 2 =	1
108.22300000000001	4.007999999999981	Hfalse	1.0	1.86	8 - 6 =	4
112.231	4.40900000000002	Hfalse	1.0	2.779	9 - 4 =	4
116.64000000000001	4.810000000000002	Etrue	1.0	1.263	8 - 7 =	1
121.45000000000002	4.809999999999974	HTrue	0.0	0.67	8 - 6 =	2
126.25999999999999	4.40900000000002	Etrue	1.0	1.565	5 - 3 =	2
130.669	4.408999999999992	Etrue	1.0	0.338	5 - 4 =	1
135.078	4.810000000000002	Etrue	1.0	0.415	4 - 3 =	1
139.888	4.408999999999992	HTrue	1.0	1.17	9 - 2 =	7
144.297	4.40900000000002	Hfalse	1.0	0.796	9 - 7 =	4
148.70600000000002	4.809999999999974	Etrue	1.0	0.37	8 - 7 =	1
153.516	3.808000000000021	control	1.0	0.532	n/a	/BLUEbox.bmp
157.324	3.4069999999999823	control	1.0	0.542	n/a	/BLUEbox.bmp
160.731	3.808000000000021	control	1.0	0.451	n/a	/BLUEbox.bmp
164.53900000000002	4.408999999999992	HTrue	1.0	0.76	9 - 4 =	5
168.948	4.408999999999992	HTrue	1.0	2.986	6 - 2 =	4
173.357	4.810000000000002	EFalse	1.0	0.775	4 - 3 =	2
178.167	4.810000000000002	Hfalse	1.0	1.509	7 - 3 =	3
182.977	3.4070000000000107	control	1.0	1.038	n/a	/BLUEbox.bmp
186.38400000000001	4.810000000000002	EFalse	1.0	0.624	3 - 2 =	2
191.19400000000002	4.408999999999992	HTrue	1.0	1.282	9 - 6 =	3
195.603	4.802999999999997	HTrue	1.0	1.01	7 - 2 =	5
200.406	22.00799999999998	n/a	n/a	n/a	n/a	/REDbox.bmp
