onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	4.0	easy	1.0	0.554	task-Num/dot3_36-59.bmp	task-Num/dot3_12-35.bmp
4.0	4.800000000000004	medium	1.0	0.723	task-Num/dot3_18-24.bmp	task-Num/dot3_36-72.bmp
8.800000000000004	4.0	easy	1.0	0.41	task-Num/dot3_36-55.bmp	task-Num/dot3_12-31.bmp
12.800000000000004	3.9989999999999952	hard	1.0	0.573	task-Num/dot3_24-22.bmp	task-Num/dot3_36-94.bmp
16.799	3.8000000000000043	control	1.0	0.552	n/a	/BLUEbox.bmp
20.599000000000004	3.0	control	0.0	n/a	n/a	/BLUEbox.bmp
23.599000000000004	4.799999999999997	easy	1.0	0.651	task-Num/dot3_36-57.bmp	task-Num/dot3_12-33.bmp
28.399	4.799999999999997	hard	1.0	0.934	task-Num/dot3_36-107.bmp	task-Num/dot3_24-35.bmp
33.199	4.0	medium	1.0	0.323	task-Num/dot3_18-22.bmp	task-Num/dot3_36-70.bmp
37.199	4.0	medium	1.0	0.589	task-Num/dot3_18-21.bmp	task-Num/dot3_36-69.bmp
41.199	4.799999999999997	hard	1.0	0.424	task-Num/dot3_36-106.bmp	task-Num/dot3_24-34.bmp
45.998999999999995	4.800000000000011	medium	1.0	0.386	task-Num/dot3_18-19.bmp	task-Num/dot3_36-67.bmp
50.79900000000001	4.0	medium	1.0	0.985	task-Num/dot3_36-84.bmp	task-Num/dot3_18-36.bmp
54.79900000000001	3.3999999999999915	control	0.0	n/a	n/a	/BLUEbox.bmp
58.199	4.0	hard	1.0	0.992	task-Num/dot3_36-105.bmp	task-Num/dot3_24-33.bmp
62.199	4.0	easy	1.0	0.346	task-Num/dot3_12-22.bmp	task-Num/dot3_36-46.bmp
66.199	4.799999999999997	easy	1.0	0.425	task-Num/dot3_12-23.bmp	task-Num/dot3_36-47.bmp
70.999	3.8000000000000114	control	1.0	0.707	n/a	/BLUEbox.bmp
74.799	4.3999999999999915	medium	1.0	0.429	task-Num/dot3_18-20.bmp	task-Num/dot3_36-68.bmp
79.199	4.799999999999997	easy	1.0	0.586	task-Num/dot3_36-60.bmp	task-Num/dot3_12-36.bmp
83.999	4.0	easy	1.0	0.841	task-Num/dot3_12-21.bmp	task-Num/dot3_36-45.bmp
87.999	3.9990000000000094	hard	1.0	0.834	task-Num/dot3_24-24.bmp	task-Num/dot3_36-96.bmp
91.998	4.0	hard	1.0	0.736	task-Num/dot3_24-23.bmp	task-Num/dot3_36-95.bmp
95.998	3.0	control	1.0	0.577	n/a	/BLUEbox.bmp
98.998	4.400000000000006	hard	1.0	0.696	task-Num/dot3_36-104.bmp	task-Num/dot3_24-32.bmp
103.39800000000001	4.799999999999983	medium	1.0	0.694	task-Num/dot3_36-80.bmp	task-Num/dot3_18-32.bmp
108.198	3.0	control	1.0	0.627	n/a	/BLUEbox.bmp
111.198	4.400000000000006	easy	1.0	0.658	task-Num/dot3_12-20.bmp	task-Num/dot3_36-44.bmp
115.598	4.0	medium	1.0	1.329	task-Num/dot3_36-79.bmp	task-Num/dot3_18-31.bmp
119.598	4.800000000000011	easy	1.0	1.322	task-Num/dot3_12-19.bmp	task-Num/dot3_36-43.bmp
124.39800000000001	4.3999999999999915	medium	0.0	0.546	task-Num/dot3_18-23.bmp	task-Num/dot3_36-71.bmp
128.798	4.800000000000011	medium	1.0	0.646	task-Num/dot3_36-82.bmp	task-Num/dot3_18-34.bmp
133.598	3.8000000000000114	control	1.0	0.507	n/a	/BLUEbox.bmp
137.39800000000002	4.7999999999999545	hard	0.0	1.79	task-Num/dot3_36-108.bmp	task-Num/dot3_24-36.bmp
142.19799999999998	4.400000000000034	hard	1.0	0.89	task-Num/dot3_24-20.bmp	task-Num/dot3_36-92.bmp
146.598	4.399999999999977	easy	1.0	0.845	task-Num/dot3_36-58.bmp	task-Num/dot3_12-34.bmp
150.998	4.400000000000034	easy	1.0	0.439	task-Num/dot3_12-24.bmp	task-Num/dot3_36-48.bmp
155.39800000000002	3.399000000000001	control	1.0	0.669	n/a	/BLUEbox.bmp
158.79700000000003	4.399999999999977	hard	1.0	1.033	task-Num/dot3_24-21.bmp	task-Num/dot3_36-93.bmp
163.197	4.800000000000011	easy	1.0	1.164	task-Num/dot3_36-56.bmp	task-Num/dot3_12-32.bmp
167.997	3.3999999999999773	control	1.0	0.541	n/a	/BLUEbox.bmp
171.397	4.400000000000034	medium	1.0	0.634	task-Num/dot3_36-81.bmp	task-Num/dot3_18-33.bmp
175.79700000000003	3.3999999999999773	control	1.0	0.63	n/a	/BLUEbox.bmp
179.197	3.3999999999999773	control	1.0	0.622	n/a	/BLUEbox.bmp
182.59699999999998	3.8000000000000114	control	1.0	0.462	n/a	/BLUEbox.bmp
186.397	4.400000000000034	hard	1.0	0.632	task-Num/dot3_24-19.bmp	task-Num/dot3_36-91.bmp
190.79700000000003	4.7999999999999545	hard	1.0	1.238	task-Num/dot3_36-103.bmp	task-Num/dot3_24-31.bmp
195.59699999999998	4.400000000000034	medium	1.0	0.761	task-Num/dot3_36-83.bmp	task-Num/dot3_18-35.bmp
199.997	22.000999999999976	n/a	n/a	n/a	n/a	/REDbox.bmp
