onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	4.007999999999999	Etrue	0.0	0.982	5 - 2 =	3
4.007999999999999	4.408999999999999	EFalse	0.0	1.56	8 - 5 =	2
8.416999999999998	3.0060000000000002	control	0.0	0.684	n/a	/BLUEbox.bmp
11.422999999999998	4.008000000000003	HTrue	0.0	0.37	9 - 7 =	2
15.431000000000001	4.009	Etrue	0.0	1.432	8 - 5 =	3
19.44	3.0060000000000002	control	0.0	0.77	n/a	/BLUEbox.bmp
22.446	4.007999999999996	Etrue	0.0	1.547	5 - 2 =	3
26.453999999999997	4.008000000000003	Hfalse	0.0	1.541	8 - 2 =	7
30.462	4.009000000000004	EFalse	0.0	0.512	5 - 2 =	2
34.471000000000004	3.005999999999986	control	0.0	0.503	n/a	/BLUEbox.bmp
37.47699999999999	4.810000000000002	EFalse	0.0	1.079	8 - 7 =	3
42.28699999999999	3.0060000000000002	control	0.0	0.819	n/a	/BLUEbox.bmp
45.29299999999999	4.810000000000002	HTrue	0.0	1.744	7 - 2 =	5
50.102999999999994	4.810000000000002	Hfalse	0.0	1.141	7 - 2 =	6
54.913	4.8089999999999975	HTrue	0.0	0.573	8 - 2 =	6
59.721999999999994	4.209000000000003	HTrue	0.0	1.923	9 - 2 =	7
63.931	3.4069999999999965	control	0.0	0.712	n/a	/BLUEbox.bmp
67.338	4.007999999999996	Etrue	0.0	0.838	6 - 5 =	1
71.34599999999999	4.409000000000006	Etrue	0.0	1.104	6 - 4 =	2
75.755	3.8079999999999927	control	0.0	0.589	n/a	/BLUEbox.bmp
79.56299999999999	4.00800000000001	EFalse	0.0	0.235	5 - 3 =	1
83.571	4.009	HTrue	0.0	1.074	7 - 4 =	3
87.58	3.4069999999999965	control	0.0	0.83	n/a	/BLUEbox.bmp
90.987	4.207999999999998	HTrue	0.0	2.001	7 - 4 =	3
95.195	4.409000000000006	Etrue	0.0	0.658	6 - 5 =	1
99.604	3.8079999999999927	control	0.0	0.745	n/a	/BLUEbox.bmp
103.41199999999999	4.810000000000002	Etrue	0.0	0.932	3 - 2 =	1
108.222	4.00800000000001	Hfalse	0.0	1.251	8 - 6 =	4
112.23	4.408999999999992	Hfalse	0.0	1.047	9 - 4 =	4
116.639	4.810000000000002	Etrue	0.0	1.072	8 - 7 =	1
121.449	4.810000000000002	HTrue	0.0	1.548	8 - 6 =	2
126.259	4.409000000000006	Etrue	0.0	1.694	5 - 3 =	2
130.668	4.408999999999992	Etrue	0.0	1.133	5 - 4 =	1
135.077	4.810000000000002	Etrue	0.0	0.882	4 - 3 =	1
139.887	4.40900000000002	HTrue	0.0	0.765	9 - 2 =	7
144.29600000000002	4.408999999999992	Hfalse	0.0	0.643	9 - 7 =	4
148.705	4.810000000000002	Etrue	0.0	0.314	8 - 7 =	1
153.51500000000001	3.8079999999999927	control	0.0	0.955	n/a	/BLUEbox.bmp
157.323	3.4070000000000107	control	0.0	0.69	n/a	/BLUEbox.bmp
160.73000000000002	3.806999999999988	control	0.0	0.569	n/a	/BLUEbox.bmp
164.537	4.408999999999992	HTrue	0.0	1.283	9 - 4 =	5
168.946	4.410000000000025	HTrue	0.0	0.783	6 - 2 =	4
173.35600000000002	4.8089999999999975	EFalse	0.0	1.729	4 - 3 =	2
178.16500000000002	4.810000000000002	Hfalse	0.0	1.133	7 - 3 =	3
182.97500000000002	3.4069999999999823	control	0.0	2.209	n/a	/BLUEbox.bmp
186.382	4.810000000000002	EFalse	0.0	1.742	3 - 2 =	2
191.192	4.408999999999992	HTrue	0.0	1.101	9 - 6 =	3
195.601	4.804000000000002	HTrue	0.0	1.18	7 - 2 =	5
200.405	22.007000000000005	n/a	n/a	n/a	n/a	/REDbox.bmp
