onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	3.9979999999999976	Etrue	1.0	1.519	2 x 3 =	6
3.9979999999999976	3.9980000000000047	Etrue	1.0	1.026	4 x 3 =	12
7.996000000000002	3.9979999999999976	Etrue	1.0	0.497	3 x 4 =	12
11.994	3.9979999999999976	Htrue	1.0	0.545	6 x 7 =	42
15.991999999999997	2.9990000000000023	control	1.0	0.514	n/a	/BLUEbox.bmp
18.991	4.798000000000002	Hfalse	0.0	1.076	8 x 9 =	63
23.789	3.9979999999999976	Htrue	0.0	0.478	9 x 8 =	72
27.787	3.9979999999999976	Htrue	1.0	1.395	6 x 9 =	54
31.784999999999997	3.1980000000000075	control	1.0	0.567	n/a	/BLUEbox.bmp
34.983000000000004	3.9989999999999952	Etrue	1.0	2.257	3 x 5 =	15
38.982	3.9980000000000047	Efalse	0.0	1.082	3 x 2 =	8
42.980000000000004	3.798000000000002	control	1.0	0.418	n/a	/BLUEbox.bmp
46.778000000000006	4.797999999999988	Htrue	1.0	0.998	8 x 6 =	48
51.57599999999999	4.797000000000011	Htrue	1.0	1.031	8 x 9 =	72
56.373000000000005	4.798000000000002	Efalse	err	err	3 x 4 =	8
61.17100000000001	2.9989999999999952	control	1.0	0.565	n/a	/BLUEbox.bmp
64.17	3.798000000000002	control	1.0	0.616	n/a	/BLUEbox.bmp
67.968	3.9979999999999905	Htrue	0.0	1.344	6 x 7 =	42
71.966	3.9980000000000047	Efalse	1.0	2.38	5 x 4 =	16
75.964	2.9989999999999952	control	1.0	0.689	n/a	/BLUEbox.bmp
78.963	3.798000000000002	Htrue	1.0	0.505	7 x 8 =	56
82.761	4.39800000000001	Etrue	1.0	1.668	5 x 3 =	15
87.159	4.797999999999988	Etrue	1.0	0.768	2 x 3 =	6
91.957	4.397999999999996	Etrue	1.0	2.997	5 x 3 =	15
96.35499999999999	3.998000000000019	Hfalse	0.0	1.139	9 x 6 =	48
100.35300000000001	4.397999999999996	Etrue	1.0	1.91	2 x 5 =	10
104.751	3.397999999999996	control	1.0	0.528	n/a	/BLUEbox.bmp
108.149	4.397999999999996	Etrue	1.0	1.196	4 x 5 =	20
112.547	3.399000000000001	control	1.0	0.459	n/a	/BLUEbox.bmp
115.946	3.397999999999996	control	1.0	0.437	n/a	/BLUEbox.bmp
119.344	4.397999999999996	Efalse	0.0	0.838	3 x 5 =	10
123.74199999999999	4.397999999999996	Hfalse	1.0	1.266	9 x 8 =	64
128.14	3.3980000000000246	control	1.0	0.634	n/a	/BLUEbox.bmp
131.538	4.397999999999996	Htrue	1.0	1.272	7 x 9 =	63
135.936	4.798000000000002	Htrue	0.0	2.522	7 x 8 =	56
140.734	4.597999999999985	Hfalse	1.0	2.296	6 x 9 =	45
145.332	4.397999999999996	Htrue	0.0	1.281	6 x 8 =	48
149.73	4.398000000000025	Hfalse	1.0	1.596	8 x 7 =	63
154.12800000000001	3.7979999999999734	control	1.0	2.489	n/a	/BLUEbox.bmp
157.926	4.798000000000002	Etrue	0.0	2.659	2 x 4 =	8
162.724	4.796999999999997	Etrue	1.0	1.434	4 x 3 =	12
167.521	4.798000000000002	Hfalse	0.0	1.634	9 x 7 =	56
172.319	4.798000000000002	Efalse	0.0	0.638	5 x 3 =	12
177.117	4.397999999999996	Efalse	0.0	0.835	5 x 2 =	12
181.515	4.798000000000002	Etrue	1.0	2.077	4 x 2 =	8
186.313	3.798000000000002	control	1.0	0.561	n/a	/BLUEbox.bmp
190.111	4.397999999999996	Htrue	err	err	8 x 7 =	56
194.509	4.399000000000001	Htrue	1.0	1.035	6 x 8 =	48
198.908	22.0	n/a	n/a	n/a	n/a	/REDbox.bmp
