onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	4.0120000000000005	Etrue	1.0	1.092	2 x 3 =	6
4.0120000000000005	4.0120000000000005	Etrue	1.0	1.093	4 x 3 =	12
8.024000000000001	4.0120000000000005	Etrue	1.0	0.523	3 x 4 =	12
12.036000000000001	4.0120000000000005	Htrue	1.0	1.125	6 x 7 =	42
16.048000000000002	2.2069999999999936	control	1.0	0.594	n/a	/BLUEbox.bmp
18.254999999999995	4.814000000000007	Hfalse	1.0	2.185	8 x 9 =	63
23.069000000000003	4.0120000000000005	Htrue	1.0	1.135	9 x 8 =	72
27.081000000000003	4.0120000000000005	Htrue	1.0	1.123	6 x 9 =	54
31.093000000000004	2.4080000000000013	control	1.0	0.591	n/a	/BLUEbox.bmp
33.501000000000005	4.0120000000000005	Etrue	1.0	0.917	3 x 5 =	15
37.513000000000005	4.0120000000000005	Efalse	1.0	1.428	3 x 2 =	8
41.525000000000006	3.0090000000000003	control	1.0	0.627	n/a	/BLUEbox.bmp
44.534000000000006	4.813999999999993	Htrue	1.0	1.123	8 x 6 =	48
49.348	4.814999999999998	Htrue	1.0	1.543	8 x 9 =	72
54.163	4.814000000000007	Efalse	1.0	0.688	3 x 4 =	8
58.977000000000004	2.2069999999999936	control	1.0	0.576	n/a	/BLUEbox.bmp
61.184	3.0090000000000003	control	err	err	n/a	/BLUEbox.bmp
64.193	4.0120000000000005	Htrue	1.0	0.963	6 x 7 =	42
68.205	4.0120000000000005	Efalse	1.0	1.365	5 x 4 =	16
72.217	2.206000000000003	control	1.0	0.652	n/a	/BLUEbox.bmp
74.423	3.0090000000000003	Htrue	err	err	7 x 8 =	56
77.432	4.4140000000000015	Etrue	1.0	0.643	5 x 3 =	15
81.846	4.813999999999993	Etrue	1.0	1.113	2 x 3 =	6
86.66	4.413000000000011	Etrue	1.0	0.702	5 x 3 =	15
91.07300000000001	4.0120000000000005	Hfalse	1.0	1.216	9 x 6 =	48
95.08500000000001	4.413999999999987	Etrue	1.0	0.34	2 x 5 =	10
99.499	2.608000000000004	control	1.0	0.549	n/a	/BLUEbox.bmp
102.107	4.413000000000011	Etrue	1.0	0.363	4 x 5 =	20
106.52000000000001	2.6079999999999757	control	1.0	0.664	n/a	/BLUEbox.bmp
109.12799999999999	2.6070000000000277	control	err	err	n/a	/BLUEbox.bmp
111.73500000000001	4.413999999999987	Efalse	1.0	1.202	3 x 5 =	10
116.149	4.413000000000011	Hfalse	err	err	9 x 8 =	64
120.56200000000001	2.6079999999999757	control	0.0	0.408	n/a	/BLUEbox.bmp
123.16999999999999	4.413000000000011	Htrue	1.0	1.553	7 x 9 =	63
127.583	4.813999999999993	Htrue	1.0	0.907	7 x 8 =	56
132.397	4.614000000000004	Hfalse	1.0	2.074	6 x 9 =	45
137.011	4.413000000000011	Htrue	1.0	0.418	6 x 8 =	48
141.424	4.413999999999987	Hfalse	0.0	2.664	8 x 7 =	63
145.838	3.0090000000000146	control	1.0	0.714	n/a	/BLUEbox.bmp
148.847	4.813999999999993	Etrue	1.0	1.57	2 x 4 =	8
153.661	4.814999999999998	Etrue	1.0	0.75	4 x 3 =	12
158.476	4.813999999999993	Hfalse	1.0	2.638	9 x 7 =	56
163.29	4.814000000000021	Efalse	1.0	1.269	5 x 3 =	12
168.104	4.413999999999987	Efalse	1.0	1.252	5 x 2 =	12
172.518	4.813999999999993	Etrue	1.0	0.699	4 x 2 =	8
177.332	3.0090000000000146	control	1.0	0.55	n/a	/BLUEbox.bmp
180.341	4.4129999999999825	Htrue	1.0	1.363	8 x 7 =	56
184.754	4.406000000000006	Htrue	1.0	0.354	6 x 8 =	48
189.16	22.00800000000001	n/a	n/a	n/a	n/a	/REDbox.bmp
