onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	4.007999999999999	Etrue	1.0	0.326	2 x 3 =	6
4.007999999999999	4.008000000000003	Etrue	1.0	0.334	4 x 3 =	12
8.016000000000002	4.009	Etrue	1.0	0.37	3 x 4 =	12
12.025000000000002	4.007999999999996	Htrue	1.0	0.336	6 x 7 =	42
16.032999999999998	3.0060000000000002	control	1.0	0.449	n/a	/BLUEbox.bmp
19.038999999999998	4.810000000000002	Hfalse	1.0	0.436	8 x 9 =	63
23.849	4.008000000000003	Htrue	1.0	0.542	9 x 8 =	72
27.857000000000003	4.007999999999996	Htrue	1.0	0.471	6 x 9 =	54
31.865	3.2070000000000043	control	1.0	0.425	n/a	/BLUEbox.bmp
35.072	4.007999999999996	Etrue	1.0	0.389	3 x 5 =	15
39.08	4.007999999999996	Efalse	1.0	0.477	3 x 2 =	8
43.087999999999994	3.808000000000007	control	1.0	0.435	n/a	/BLUEbox.bmp
46.896	4.810000000000002	Htrue	1.0	0.366	8 x 6 =	48
51.706	4.809999999999988	Htrue	1.0	0.371	8 x 9 =	72
56.51599999999999	4.810000000000002	Efalse	1.0	0.42	3 x 4 =	8
61.32599999999999	3.0060000000000002	control	1.0	0.474	n/a	/BLUEbox.bmp
64.332	3.808000000000007	control	1.0	0.462	n/a	/BLUEbox.bmp
68.14	4.007999999999996	Htrue	1.0	0.403	6 x 7 =	42
72.148	4.007999999999996	Efalse	1.0	0.362	5 x 4 =	16
76.15599999999999	3.007000000000005	control	1.0	0.41	n/a	/BLUEbox.bmp
79.163	3.807000000000002	Htrue	1.0	0.409	7 x 8 =	56
82.97	4.408999999999992	Etrue	1.0	0.327	5 x 3 =	15
87.37899999999999	4.810000000000002	Etrue	1.0	0.364	2 x 3 =	6
92.189	4.409000000000006	Etrue	1.0	0.409	5 x 3 =	15
96.598	4.009	Hfalse	1.0	0.552	9 x 6 =	48
100.607	4.408999999999992	Etrue	1.0	0.639	2 x 5 =	10
105.01599999999999	3.4070000000000107	control	1.0	0.415	n/a	/BLUEbox.bmp
108.423	4.408999999999992	Etrue	1.0	0.359	4 x 5 =	20
112.832	3.4070000000000107	control	1.0	0.467	n/a	/BLUEbox.bmp
116.239	3.4069999999999823	control	1.0	0.443	n/a	/BLUEbox.bmp
119.64599999999999	4.40900000000002	Efalse	1.0	0.562	3 x 5 =	10
124.055	4.408999999999992	Hfalse	1.0	0.445	9 x 8 =	64
128.464	3.4070000000000107	control	1.0	0.391	n/a	/BLUEbox.bmp
131.871	4.408999999999992	Htrue	1.0	0.655	7 x 9 =	63
136.28	4.810000000000002	Htrue	1.0	0.442	7 x 8 =	56
141.09	4.6089999999999804	Hfalse	1.0	0.613	6 x 9 =	45
145.69899999999998	4.410000000000025	Htrue	1.0	0.354	6 x 8 =	48
150.109	4.408999999999992	Hfalse	0.0	0.461	8 x 7 =	63
154.518	3.806999999999988	control	1.0	0.413	n/a	/BLUEbox.bmp
158.325	4.810000000000002	Etrue	1.0	0.358	2 x 4 =	8
163.135	4.810000000000002	Etrue	1.0	0.371	4 x 3 =	12
167.945	4.810000000000002	Hfalse	1.0	0.589	9 x 7 =	56
172.755	4.810000000000002	Efalse	1.0	0.912	5 x 3 =	12
177.565	4.408999999999992	Efalse	1.0	0.501	5 x 2 =	12
181.974	4.810000000000002	Etrue	1.0	0.385	4 x 2 =	8
186.784	3.8079999999999927	control	1.0	0.43	n/a	/BLUEbox.bmp
190.59199999999998	4.40900000000002	Htrue	1.0	0.355	8 x 7 =	56
195.001	4.403999999999996	Htrue	1.0	0.408	6 x 8 =	48
199.405	22.006	n/a	n/a	n/a	n/a	/REDbox.bmp
